je_id,entity,posting_date,value_date,period,account_code,account_name,account_type,cost_center,description,debit_credit,amount,currency,vendor_id,vendor_name,invoice_ref,user_id,approved_by,posting_hour,source_system,je_type,reversal_flag
JE-005462,TechFlow Inc,2023-03-19,2023-03-19,2023-03,7200,Interest Expense,Expense,CC977,Standard posting — Interest Expense,C,29250.69,USD,V009,ClearView Analytics,INV-84558,l.dupont,vp.controller,11,SAP,Reversal,N
JE-005463,ACME Corp,2024-02-04,2024-02-04,2024-02,4200,Revenue — Services,Revenue,CC443,Standard posting — Revenue — Services,C,7812.51,USD,V002,Global IT Solutions,INV-83515,j.martin,cfo.office,12,SAP,Automated,N
JE-005464,Global Trade Ltd,2023-11-15,2023-11-15,2023-11,6700,Depreciation & Amortisation,Expense,CC476,Standard posting — Depreciation & Amortisation,D,461157.0,USD,V002,Global IT Solutions,INV-27507,p.garcia,vp.controller,12,Oracle,Reversal,N
JE-005465,ACME Corp,2024-11-04,2024-11-04,2024-11,4200,Revenue — Services,Revenue,CC213,Standard posting — Revenue — Services,D,4296.55,USD,V003,Premier Office Supply,INV-14848,a.silva,vp.controller,12,Manual,Manual,N
JE-005466,BuildCo SA,2024-04-27,2024-04-27,2024-04,7200,Interest Expense,Expense,CC458,Standard posting — Interest Expense,C,43241.76,USD,V007,Stellar Recruitment,INV-87892,l.dupont,cfo.office,9,Manual,Reversal,N
JE-005467,BuildCo SA,2023-04-13,2023-04-13,2023-04,4100,Revenue — Products,Revenue,CC524,Standard posting — Revenue — Products,D,223.09,EUR,V002,Global IT Solutions,INV-80698,a.silva,vp.controller,15,SAP,Manual,N
JE-005468,TechFlow Inc,2023-12-01,2023-12-01,2023-12,3200,Retained Earnings,Equity,CC739,Standard posting — Retained Earnings,D,180.63,CHF,V009,ClearView Analytics,INV-61781,r.kumar,director.finance,12,SAP,Automated,N
JE-005469,BuildCo SA,2023-04-24,2023-04-24,2023-04,1300,Inventories,Asset,CC167,Standard posting — Inventories,D,459606.74,USD,V009,ClearView Analytics,INV-99953,a.silva,cfo.office,15,SAP,Automated,N
JE-005470,BuildCo SA,2024-12-29,2024-12-29,2024-12,4200,Revenue — Services,Revenue,CC773,Standard posting — Revenue — Services,D,32632.5,EUR,V008,Alliance Insurance,INV-26647,a.silva,cfo.office,13,SAP,Reversal,N
JE-005471,ACME Corp,2024-08-05,2024-08-05,2024-08,7200,Interest Expense,Expense,CC197,Standard posting — Interest Expense,C,49628.16,USD,V009,ClearView Analytics,INV-62103,a.silva,mgr.accounting,11,Manual,Automated,N
JE-005472,BuildCo SA,2023-01-06,2023-01-06,2023-01,6500,Travel & Entertainment,Expense,CC475,Standard posting — Travel & Entertainment,D,465.8,GBP,V002,Global IT Solutions,INV-48513,f.nkosi,mgr.accounting,13,Import,Manual,N
JE-005473,ACME Corp,2023-11-11,2023-11-11,2023-11,6700,Depreciation & Amortisation,Expense,CC433,Standard posting — Depreciation & Amortisation,C,1472.59,USD,V009,ClearView Analytics,INV-77432,s.chen,dir.treasury,15,Oracle,Import,N
JE-005474,ACME Corp,2023-03-04,2023-03-04,2023-03,1100,Cash & Cash Equivalents,Asset,CC231,Standard posting — Cash & Cash Equivalents,C,132.68,USD,V010,Platinum Facilities,INV-86541,j.martin,cfo.office,9,SAP,Automated,N
JE-005475,TechFlow Inc,2023-07-17,2023-07-17,2023-07,3100,Share Capital,Equity,CC269,Standard posting — Share Capital,D,59268.8,EUR,V003,Premier Office Supply,INV-14629,f.nkosi,mgr.accounting,15,Import,Automated,N
JE-005476,TechFlow Inc,2024-12-14,2024-12-14,2024-12,3100,Share Capital,Equity,CC418,Standard posting — Share Capital,D,82571.39,GBP,V009,ClearView Analytics,INV-49438,m.okafor,director.finance,10,SAP,Automated,N
JE-005477,FinServ Partners,2024-03-30,2024-03-30,2024-03,3200,Retained Earnings,Equity,CC306,Standard posting — Retained Earnings,D,44813.95,USD,V002,Global IT Solutions,INV-33726,r.kumar,mgr.accounting,13,Oracle,Automated,N
JE-005478,ACME Corp,2024-03-17,2024-03-17,2024-03,4300,Other Operating Income,Revenue,CC522,Standard posting — Other Operating Income,D,123815.3,USD,V010,Platinum Facilities,INV-46883,c.lambert,director.finance,15,SAP,Automated,N
JE-005479,BuildCo SA,2023-02-16,2023-02-16,2023-02,2300,Short-Term Borrowings,Liability,CC156,Standard posting — Short-Term Borrowings,D,301112.02,USD,V007,Stellar Recruitment,INV-37686,l.dupont,cfo.office,17,SAP,Automated,N
JE-005480,FinServ Partners,2023-08-28,2023-08-28,2023-08,7100,Interest Income,Revenue,CC600,Standard posting — Interest Income,D,3187.82,CAD,V007,Stellar Recruitment,INV-19070,p.garcia,director.finance,15,SAP,Manual,N
JE-005481,TechFlow Inc,2023-11-01,2023-11-01,2023-11,2100,Accounts Payable,Liability,CC847,Standard posting — Accounts Payable,D,12529.08,USD,V008,Alliance Insurance,INV-63244,a.silva,cfo.office,13,Import,Automated,N
JE-005482,FinServ Partners,2024-01-19,2024-01-19,2024-01,6200,Rent & Occupancy,Expense,CC865,Standard posting — Rent & Occupancy,D,20520.83,USD,V001,Apex Consulting,INV-89637,f.nkosi,dir.treasury,17,SAP,Import,N
JE-005483,ACME Corp,2023-06-01,2023-06-01,2023-06,3200,Retained Earnings,Equity,CC399,Standard posting — Retained Earnings,D,7505.66,USD,V009,ClearView Analytics,INV-19398,s.chen,director.finance,15,Manual,Manual,N
JE-005484,TechFlow Inc,2024-12-04,2024-12-04,2024-12,2100,Accounts Payable,Liability,CC409,Standard posting — Accounts Payable,C,2264.03,CHF,V007,Stellar Recruitment,INV-47202,r.kumar,vp.controller,9,SAP,Automated,N
JE-005485,ACME Corp,2024-08-28,2024-08-28,2024-08,6200,Rent & Occupancy,Expense,CC790,Standard posting — Rent & Occupancy,D,25105.2,CAD,V004,Metro Legal Advisors,INV-49647,f.nkosi,director.finance,17,SAP,Automated,N
JE-005486,TechFlow Inc,2023-09-08,2023-09-08,2023-09,3100,Share Capital,Equity,CC534,Standard posting — Share Capital,D,15373.57,USD,V005,FastTrack Logistics,INV-74761,s.chen,cfo.office,17,Import,Manual,N
JE-005487,Global Trade Ltd,2023-01-29,2023-01-29,2023-01,9100,Clearing / Suspense,Suspense,CC501,Standard posting — Clearing / Suspense,D,296346.61,USD,V001,Apex Consulting,INV-50466,a.silva,mgr.accounting,9,Import,Automated,N
JE-005488,TechFlow Inc,2024-01-31,2024-01-31,2024-01,1200,Accounts Receivable,Asset,CC936,Standard posting — Accounts Receivable,C,5656.01,EUR,V004,Metro Legal Advisors,INV-57012,p.garcia,vp.controller,13,Oracle,Reversal,N
JE-005489,Global Trade Ltd,2023-11-14,2023-11-14,2023-11,6200,Rent & Occupancy,Expense,CC932,Standard posting — Rent & Occupancy,D,2136.72,EUR,V007,Stellar Recruitment,INV-99838,c.lambert,director.finance,11,Oracle,Automated,N
JE-005490,Global Trade Ltd,2023-08-01,2023-08-01,2023-08,3100,Share Capital,Equity,CC931,Standard posting — Share Capital,C,42841.52,EUR,V009,ClearView Analytics,INV-16289,l.dupont,vp.controller,12,Oracle,Automated,N
JE-005491,Global Trade Ltd,2024-04-03,2024-04-03,2024-04,2100,Accounts Payable,Liability,CC443,Standard posting — Accounts Payable,D,469418.47,GBP,V007,Stellar Recruitment,INV-36740,l.dupont,mgr.accounting,14,SAP,Automated,N
JE-005492,TechFlow Inc,2024-06-17,2024-06-17,2024-06,9300,Intercompany Payable,Liability,CC304,Vendor payment — expense reimbursement,C,9910.25,USD,V006,NovaTech Services,INV-93222,p.garcia,cfo.office,15,Oracle,Manual,N
JE-005493,BuildCo SA,2024-07-26,2024-07-26,2024-07,6800,Insurance,Expense,CC703,Standard posting — Insurance,D,3509.81,USD,V002,Global IT Solutions,INV-15124,s.chen,dir.treasury,10,Manual,Automated,N
JE-005494,Global Trade Ltd,2024-09-11,2024-09-11,2024-09,9100,Clearing / Suspense,Suspense,CC434,Standard posting — Clearing / Suspense,D,63532.04,USD,V007,Stellar Recruitment,INV-22599,p.garcia,mgr.accounting,11,SAP,Automated,N
JE-005495,Global Trade Ltd,2023-08-15,2023-08-15,2023-08,4200,Revenue — Services,Revenue,CC779,Standard posting — Revenue — Services,C,696.83,USD,V004,Metro Legal Advisors,INV-79588,t.yamada,mgr.accounting,12,Concur,Manual,N
JE-005496,FinServ Partners,2023-05-21,2023-05-21,2023-05,3200,Retained Earnings,Equity,CC561,Standard posting — Retained Earnings,D,24616.79,GBP,V006,NovaTech Services,INV-55017,c.lambert,vp.controller,17,Oracle,Manual,N
JE-005497,FinServ Partners,2023-02-10,2023-02-10,2023-02,6500,Travel & Entertainment,Expense,CC625,Standard posting — Travel & Entertainment,C,40215.34,USD,V003,Premier Office Supply,INV-48788,c.lambert,mgr.accounting,11,Manual,Import,N
JE-005498,TechFlow Inc,2023-01-14,2023-01-14,2023-01,7200,Interest Expense,Expense,CC120,Standard posting — Interest Expense,D,6441.33,GBP,V008,Alliance Insurance,INV-32644,r.kumar,mgr.accounting,11,SAP,Manual,N
JE-005499,BuildCo SA,2024-09-19,2024-09-19,2024-09,8100,Income Tax Expense,Expense,CC420,Standard posting — Income Tax Expense,C,1056.76,GBP,V005,FastTrack Logistics,INV-51358,p.garcia,vp.controller,13,Oracle,Import,N
JE-005500,FinServ Partners,2024-10-12,2024-10-12,2024-10,6600,IT & Software,Expense,CC890,Standard posting — IT & Software,D,12990.73,USD,V008,Alliance Insurance,INV-43314,p.garcia,director.finance,12,SAP,Import,N
JE-005501,Global Trade Ltd,2024-04-20,2024-04-20,2024-04,8100,Income Tax Expense,Expense,CC768,Standard posting — Income Tax Expense,D,10328.78,USD,V010,Platinum Facilities,INV-73201,a.silva,dir.treasury,8,SAP,Manual,N
JE-005502,ACME Corp,2024-01-20,2024-01-20,2024-01,4100,Revenue — Products,Revenue,CC923,Standard posting — Revenue — Products,C,2760.14,EUR,V002,Global IT Solutions,INV-13339,c.lambert,mgr.accounting,12,SAP,Manual,N
JE-005503,ACME Corp,2024-09-20,2024-09-20,2024-09,9100,Clearing / Suspense,Suspense,CC475,Standard posting — Clearing / Suspense,C,1443.9,EUR,V003,Premier Office Supply,INV-14469,c.lambert,vp.controller,14,Oracle,Automated,N
JE-005504,TechFlow Inc,2024-01-06,2024-01-06,2024-01,6200,Rent & Occupancy,Expense,CC633,Standard posting — Rent & Occupancy,C,330.9,USD,V008,Alliance Insurance,INV-97081,m.okafor,mgr.accounting,13,SAP,Automated,N
JE-005505,ACME Corp,2024-04-29,2024-04-29,2024-04,6200,Rent & Occupancy,Expense,CC889,Standard posting — Rent & Occupancy,C,233.25,USD,V001,Apex Consulting,INV-20911,s.chen,cfo.office,10,Oracle,Automated,N
JE-005506,Global Trade Ltd,2024-02-11,2024-02-11,2024-02,6300,Professional Fees,Expense,CC521,Standard posting — Professional Fees,D,5715.74,GBP,V001,Apex Consulting,INV-66854,a.silva,vp.controller,11,SAP,Automated,N
JE-005507,TechFlow Inc,2024-03-02,2024-03-02,2024-03,6500,Travel & Entertainment,Expense,CC471,Standard posting — Travel & Entertainment,D,133921.47,USD,V008,Alliance Insurance,INV-24811,p.garcia,mgr.accounting,14,SAP,Automated,N
JE-005508,Global Trade Ltd,2024-11-27,2024-11-27,2024-11,2400,Deferred Revenue,Liability,CC721,Standard posting — Deferred Revenue,D,62083.28,GBP,V003,Premier Office Supply,INV-30359,r.kumar,vp.controller,10,SAP,Manual,N
JE-005509,Global Trade Ltd,2023-06-17,2023-06-17,2023-06,1100,Cash & Cash Equivalents,Asset,CC253,Standard posting — Cash & Cash Equivalents,D,28467.8,USD,V006,NovaTech Services,INV-33088,r.kumar,cfo.office,12,Oracle,Automated,N
JE-005510,ACME Corp,2024-04-03,2024-04-03,2024-04,1100,Cash & Cash Equivalents,Asset,CC688,Standard posting — Cash & Cash Equivalents,D,117668.14,USD,V001,Apex Consulting,INV-47482,r.kumar,cfo.office,16,SAP,Reversal,N
JE-005511,ACME Corp,2024-05-23,2024-05-23,2024-05,5200,Direct Labour,Expense,CC308,Standard posting — Direct Labour,D,67745.75,CAD,V005,FastTrack Logistics,INV-58033,s.chen,dir.treasury,17,Oracle,Automated,N
JE-005512,TechFlow Inc,2023-04-11,2023-04-11,2023-04,1200,Accounts Receivable,Asset,CC850,Standard posting — Accounts Receivable,D,41365.69,USD,V001,Apex Consulting,INV-62989,l.dupont,director.finance,11,SAP,Import,N
JE-005513,BuildCo SA,2023-03-10,2023-03-10,2023-03,1300,Inventories,Asset,CC100,Standard posting — Inventories,D,440.03,EUR,V001,Apex Consulting,INV-16684,s.chen,mgr.accounting,11,Oracle,Automated,N
JE-005514,ACME Corp,2023-06-25,2023-06-25,2023-06,7200,Interest Expense,Expense,CC583,Standard posting — Interest Expense,D,7108.48,USD,V002,Global IT Solutions,INV-93450,p.garcia,vp.controller,17,Manual,Reversal,N
JE-005515,ACME Corp,2024-04-26,2024-04-26,2024-04,4100,Revenue — Products,Revenue,CC391,Standard posting — Revenue — Products,C,92097.8,USD,V010,Platinum Facilities,INV-90032,j.martin,cfo.office,12,Manual,Import,N
JE-005516,Global Trade Ltd,2024-07-26,2024-07-26,2024-07,9300,Intercompany Payable,Liability,CC688,Standard posting — Intercompany Payable,D,293684.15,USD,V007,Stellar Recruitment,INV-52393,j.martin,mgr.accounting,14,Oracle,Import,N
JE-005517,BuildCo SA,2023-04-22,2023-04-22,2023-04,7100,Interest Income,Revenue,CC879,Standard posting — Interest Income,C,1594.82,EUR,V006,NovaTech Services,INV-13710,a.silva,dir.treasury,13,Manual,Import,N
JE-005518,TechFlow Inc,2024-05-14,2024-05-14,2024-05,2400,Deferred Revenue,Liability,CC109,Standard posting — Deferred Revenue,D,3112.98,GBP,V010,Platinum Facilities,INV-40022,c.lambert,vp.controller,14,Manual,Manual,N
JE-005519,BuildCo SA,2023-08-12,2023-08-12,2023-08,4200,Revenue — Services,Revenue,CC937,Standard posting — Revenue — Services,D,26663.17,USD,V006,NovaTech Services,INV-66409,r.kumar,director.finance,10,SAP,Manual,N
JE-005520,FinServ Partners,2024-10-26,2024-10-26,2024-10,4200,Revenue — Services,Revenue,CC620,Standard posting — Revenue — Services,D,6855.57,CHF,V004,Metro Legal Advisors,INV-73525,f.nkosi,dir.treasury,13,SAP,Automated,N
JE-005521,Global Trade Ltd,2024-03-12,2024-03-12,2024-03,3100,Share Capital,Equity,CC559,Standard posting — Share Capital,D,35186.8,USD,V010,Platinum Facilities,INV-28163,f.nkosi,dir.treasury,12,Oracle,Automated,N
JE-005522,FinServ Partners,2024-01-13,2024-01-13,2024-01,6400,Marketing & Advertising,Expense,CC745,Standard posting — Marketing & Advertising,C,402.6,USD,V003,Premier Office Supply,INV-77284,t.yamada,mgr.accounting,12,Oracle,Manual,N
JE-005523,Global Trade Ltd,2024-10-25,2024-10-25,2024-10,3100,Share Capital,Equity,CC551,Standard posting — Share Capital,C,4180.74,USD,V001,Apex Consulting,INV-15430,a.silva,cfo.office,11,Oracle,Automated,N
JE-005524,Global Trade Ltd,2023-08-26,2023-08-26,2023-08,8100,Income Tax Expense,Expense,CC521,Standard posting — Income Tax Expense,C,6419.13,EUR,V009,ClearView Analytics,INV-52769,p.garcia,dir.treasury,15,Oracle,Manual,N
JE-005525,FinServ Partners,2024-10-07,2024-10-07,2024-10,3200,Retained Earnings,Equity,CC850,Standard posting — Retained Earnings,D,95568.3,CAD,V004,Metro Legal Advisors,INV-48399,f.nkosi,dir.treasury,11,SAP,Automated,N
JE-005526,FinServ Partners,2024-11-14,2024-11-14,2024-11,2400,Deferred Revenue,Liability,CC814,Standard posting — Deferred Revenue,D,888.99,USD,V007,Stellar Recruitment,INV-65683,l.dupont,director.finance,14,SAP,Automated,N
JE-005527,FinServ Partners,2024-02-10,2024-02-10,2024-02,1200,Accounts Receivable,Asset,CC888,Standard posting — Accounts Receivable,D,168.71,USD,V008,Alliance Insurance,INV-90623,a.silva,vp.controller,17,SAP,Automated,N
JE-005528,BuildCo SA,2023-02-21,2023-02-21,2023-02,4200,Revenue — Services,Revenue,CC943,Standard posting — Revenue — Services,D,225.29,USD,V010,Platinum Facilities,INV-91962,l.dupont,vp.controller,12,Manual,Reversal,N
JE-005529,FinServ Partners,2024-01-16,2024-01-16,2024-01,1100,Cash & Cash Equivalents,Asset,CC991,Standard posting — Cash & Cash Equivalents,D,338667.37,CAD,V008,Alliance Insurance,INV-72265,m.okafor,mgr.accounting,10,SAP,Import,N
JE-005530,TechFlow Inc,2023-12-06,2023-12-06,2023-12,1300,Inventories,Asset,CC985,Standard posting — Inventories,C,17964.0,USD,V003,Premier Office Supply,INV-40803,t.yamada,vp.controller,15,Import,Manual,N
JE-005531,Global Trade Ltd,2024-01-17,2024-01-17,2024-01,6300,Professional Fees,Expense,CC814,Standard posting — Professional Fees,D,47660.9,USD,V010,Platinum Facilities,INV-46471,l.dupont,dir.treasury,17,Import,Automated,N
JE-005532,BuildCo SA,2023-06-23,2023-06-23,2023-06,5200,Direct Labour,Expense,CC917,Standard posting — Direct Labour,D,139710.65,GBP,V010,Platinum Facilities,INV-70766,f.nkosi,dir.treasury,12,Manual,Import,N
JE-005533,Global Trade Ltd,2023-09-01,2023-09-01,2023-09,6200,Rent & Occupancy,Expense,CC529,Standard posting — Rent & Occupancy,D,16482.68,CAD,V007,Stellar Recruitment,INV-15734,j.martin,dir.treasury,12,SAP,Manual,N
JE-005534,Global Trade Ltd,2024-07-09,2024-07-09,2024-07,2200,Accrued Liabilities,Liability,CC592,Standard posting — Accrued Liabilities,C,959.86,EUR,V010,Platinum Facilities,INV-55123,m.okafor,dir.treasury,12,Oracle,Automated,N
JE-005535,Global Trade Ltd,2023-09-04,2023-09-04,2023-09,7200,Interest Expense,Expense,CC422,Standard posting — Interest Expense,C,224.47,USD,V009,ClearView Analytics,INV-93299,p.garcia,vp.controller,11,SAP,Manual,N
JE-005536,Global Trade Ltd,2024-05-15,2024-05-15,2024-05,1400,Prepaid Expenses,Asset,CC661,Standard posting — Prepaid Expenses,C,77017.23,USD,V006,NovaTech Services,INV-61485,m.okafor,dir.treasury,12,SAP,Automated,N
JE-005537,ACME Corp,2023-05-17,2023-05-17,2023-05,6700,Depreciation & Amortisation,Expense,CC107,Standard posting — Depreciation & Amortisation,D,2267.32,EUR,V007,Stellar Recruitment,INV-79135,l.dupont,mgr.accounting,8,Oracle,Automated,N
JE-005538,TechFlow Inc,2024-02-09,2024-02-09,2024-02,6800,Insurance,Expense,CC925,Standard posting — Insurance,D,984.69,USD,V004,Metro Legal Advisors,INV-88624,p.garcia,dir.treasury,11,Oracle,Import,N
JE-005539,FinServ Partners,2023-09-13,2023-09-13,2023-09,5200,Direct Labour,Expense,CC119,Standard posting — Direct Labour,C,69057.31,USD,V010,Platinum Facilities,INV-22528,r.kumar,vp.controller,12,Oracle,Automated,N
JE-005540,BuildCo SA,2023-01-14,2023-01-14,2023-01,1100,Cash & Cash Equivalents,Asset,CC626,Standard posting — Cash & Cash Equivalents,D,231.27,USD,V005,FastTrack Logistics,INV-91382,j.martin,director.finance,17,SAP,Manual,N
JE-005541,FinServ Partners,2024-11-03,2024-11-03,2024-11,9300,Intercompany Payable,Liability,CC601,Standard posting — Intercompany Payable,C,38635.05,USD,V008,Alliance Insurance,INV-62744,r.kumar,director.finance,14,Oracle,Manual,N
JE-005542,TechFlow Inc,2024-02-22,2024-02-22,2024-02,9200,Intercompany Receivable,Asset,CC811,Standard posting — Intercompany Receivable,C,241483.84,USD,V002,Global IT Solutions,INV-81991,l.dupont,mgr.accounting,12,Oracle,Automated,N
JE-005543,Global Trade Ltd,2023-05-26,2023-05-26,2023-05,5100,Cost of Goods Sold,Expense,CC923,Standard posting — Cost of Goods Sold,C,66997.68,EUR,V010,Platinum Facilities,INV-22703,m.okafor,director.finance,11,SAP,Manual,N
JE-005544,ACME Corp,2024-02-24,2024-02-16,2024-02,5200,Direct Labour,Expense,CC989,Standard posting — Direct Labour,D,251453.31,USD,V007,Stellar Recruitment,INV-69942,SYS_TEMP_01,SYS_TEMP_01,0,Manual,Manual,N
JE-005545,FinServ Partners,2024-01-01,2024-01-01,2024-01,3200,Retained Earnings,Equity,CC451,Standard posting — Retained Earnings,D,196281.15,USD,V002,Global IT Solutions,INV-81448,j.martin,dir.treasury,11,Oracle,Import,N
JE-005546,Global Trade Ltd,2023-09-01,2023-09-01,2023-09,2400,Deferred Revenue,Liability,CC770,Standard posting — Deferred Revenue,C,445121.71,USD,V004,Metro Legal Advisors,INV-89034,p.garcia,director.finance,11,SAP,Automated,N
JE-005547,Global Trade Ltd,2024-02-01,2024-02-01,2024-02,4300,Other Operating Income,Revenue,CC400,Standard posting — Other Operating Income,D,3516.5,GBP,V010,Platinum Facilities,INV-72387,t.yamada,mgr.accounting,16,SAP,Automated,N
JE-005548,Global Trade Ltd,2023-03-10,2023-03-10,2023-03,1200,Accounts Receivable,Asset,CC983,Standard posting — Accounts Receivable,D,26654.51,USD,V007,Stellar Recruitment,INV-90707,a.silva,mgr.accounting,12,SAP,Manual,N
JE-005549,ACME Corp,2023-03-12,2023-03-12,2023-03,9100,Clearing / Suspense,Suspense,CC137,Standard posting — Clearing / Suspense,D,35788.56,EUR,V009,ClearView Analytics,INV-31106,t.yamada,vp.controller,10,SAP,Automated,N
JE-005550,ACME Corp,2023-08-17,2023-08-17,2023-08,6300,Professional Fees,Expense,CC444,Standard posting — Professional Fees,D,16473.66,USD,V005,FastTrack Logistics,INV-66648,j.martin,vp.controller,12,Manual,Automated,N
JE-005551,Global Trade Ltd,2024-04-12,2024-04-12,2024-04,4200,Revenue — Services,Revenue,CC903,Standard posting — Revenue — Services,C,753.25,USD,V007,Stellar Recruitment,INV-66755,t.yamada,dir.treasury,11,Oracle,Manual,N
JE-005552,TechFlow Inc,2024-04-08,2024-04-08,2024-04,2200,Accrued Liabilities,Liability,CC307,Standard posting — Accrued Liabilities,D,162.27,GBP,V006,NovaTech Services,INV-14490,l.dupont,dir.treasury,17,Manual,Manual,N
JE-005553,TechFlow Inc,2023-09-01,2023-09-01,2023-09,1300,Inventories,Asset,CC439,Standard posting — Inventories,D,1874.06,USD,V006,NovaTech Services,INV-96960,r.kumar,vp.controller,12,SAP,Automated,N
JE-005554,ACME Corp,2023-07-23,2023-07-23,2023-07,2300,Short-Term Borrowings,Liability,CC550,Standard posting — Short-Term Borrowings,C,360123.91,CAD,V004,Metro Legal Advisors,INV-71127,t.yamada,vp.controller,13,SAP,Automated,N
JE-005555,TechFlow Inc,2024-01-06,2024-01-06,2024-01,2200,Accrued Liabilities,Liability,CC567,Standard posting — Accrued Liabilities,C,2787.74,CAD,V006,NovaTech Services,INV-30482,p.garcia,director.finance,17,Concur,Manual,N
JE-005556,TechFlow Inc,2023-02-27,2023-02-27,2023-02,1100,Cash & Cash Equivalents,Asset,CC355,Standard posting — Cash & Cash Equivalents,D,124090.71,USD,V003,Premier Office Supply,INV-47613,j.martin,cfo.office,17,SAP,Manual,N
JE-005557,BuildCo SA,2024-10-05,2024-10-05,2024-10,6100,Salaries & Wages,Expense,CC148,Standard posting — Salaries & Wages,C,118955.67,USD,V005,FastTrack Logistics,INV-66507,c.lambert,vp.controller,11,Manual,Import,N
JE-005558,TechFlow Inc,2023-06-20,2023-06-20,2023-06,6300,Professional Fees,Expense,CC913,Standard posting — Property Plant & Equipment,D,84562.43,USD,V002,Global IT Solutions,INV-98545,c.lambert,director.finance,12,SAP,Automated,N
JE-005559,BuildCo SA,2024-01-10,2024-01-10,2024-01,4300,Other Operating Income,Revenue,CC321,Standard posting — Other Operating Income,D,23622.9,USD,V003,Premier Office Supply,INV-88721,t.yamada,mgr.accounting,10,Manual,Automated,N
JE-005560,Global Trade Ltd,2024-04-03,2024-04-03,2024-04,1200,Accounts Receivable,Asset,CC307,Standard posting — Accounts Receivable,C,515.62,EUR,V004,Metro Legal Advisors,INV-22159,p.garcia,director.finance,11,Oracle,Automated,N
JE-005561,BuildCo SA,2023-02-12,2023-02-12,2023-02,3200,Retained Earnings,Equity,CC507,Standard posting — Retained Earnings,C,155.3,USD,V005,FastTrack Logistics,INV-94790,m.okafor,cfo.office,13,SAP,Import,N
JE-005562,BuildCo SA,2024-10-12,2024-10-12,2024-10,6500,Travel & Entertainment,Expense,CC705,Standard posting — Travel & Entertainment,C,4581.18,USD,V010,Platinum Facilities,INV-77733,s.chen,mgr.accounting,12,SAP,Manual,N
JE-005563,ACME Corp,2023-08-03,2023-08-03,2023-08,6100,Salaries & Wages,Expense,CC508,Standard posting — Salaries & Wages,D,50559.81,EUR,V001,Apex Consulting,INV-53924,c.lambert,mgr.accounting,16,SAP,Automated,N
JE-005564,TechFlow Inc,2024-08-25,2024-08-25,2024-08,4100,Revenue — Products,Revenue,CC167,Standard posting — Revenue — Products,D,4392.64,USD,V005,FastTrack Logistics,INV-88026,a.silva,director.finance,13,Oracle,Import,N
JE-005565,FinServ Partners,2024-07-30,2024-07-30,2024-07,6400,Marketing & Advertising,Expense,CC683,Standard posting — Marketing & Advertising,D,290.2,EUR,V008,Alliance Insurance,INV-82608,l.dupont,vp.controller,9,SAP,Manual,N
JE-005566,TechFlow Inc,2024-04-16,2024-04-16,2024-04,6800,Insurance,Expense,CC769,Standard posting — Insurance,C,532.21,USD,V003,Premier Office Supply,INV-91877,c.lambert,dir.treasury,8,SAP,Automated,N
JE-005567,TechFlow Inc,2024-07-06,2024-07-06,2024-07,1100,Cash & Cash Equivalents,Asset,CC787,Standard posting — Cash & Cash Equivalents,D,86776.76,USD,V002,Global IT Solutions,INV-63084,l.dupont,director.finance,9,Oracle,Automated,N
JE-005568,BuildCo SA,2024-09-03,2024-09-03,2024-09,9200,Intercompany Receivable,Asset,CC216,Standard posting — Intercompany Receivable,D,2811.83,EUR,V005,FastTrack Logistics,INV-64033,a.silva,cfo.office,13,Concur,Automated,N
JE-005569,BuildCo SA,2024-06-11,2024-06-11,2024-06,2200,Accrued Liabilities,Liability,CC974,Standard posting — Accrued Liabilities,D,93482.91,CHF,V002,Global IT Solutions,INV-17948,m.okafor,cfo.office,12,SAP,Import,N
JE-005570,ACME Corp,2023-08-02,2023-08-02,2023-08,1100,Cash & Cash Equivalents,Asset,CC255,Standard posting — Cash & Cash Equivalents,C,66714.8,USD,V004,Metro Legal Advisors,INV-70558,l.dupont,mgr.accounting,9,Manual,Automated,N
JE-005571,BuildCo SA,2023-02-12,2023-02-12,2023-02,9200,Intercompany Receivable,Asset,CC691,Standard posting — Intercompany Receivable,D,47361.76,USD,V010,Platinum Facilities,INV-52399,f.nkosi,cfo.office,9,SAP,Automated,N
JE-005572,TechFlow Inc,2023-01-13,2023-01-13,2023-01,6100,Salaries & Wages,Expense,CC341,Standard posting — Salaries & Wages,C,753.21,USD,V007,Stellar Recruitment,INV-47972,r.kumar,director.finance,12,Concur,Automated,N
JE-005573,Global Trade Ltd,2023-10-03,2023-10-03,2023-10,6500,Travel & Entertainment,Expense,CC677,Standard posting — Travel & Entertainment,D,435109.77,USD,V004,Metro Legal Advisors,INV-30118,t.yamada,mgr.accounting,10,SAP,Reversal,N
JE-005574,TechFlow Inc,2024-01-05,2024-01-05,2024-01,2300,Short-Term Borrowings,Liability,CC390,Standard posting — Short-Term Borrowings,C,103.82,USD,V001,Apex Consulting,INV-66052,p.garcia,vp.controller,8,SAP,Import,N
JE-005575,Global Trade Ltd,2023-11-20,2023-11-20,2023-11,7100,Interest Income,Revenue,CC562,Standard posting — Interest Income,D,31603.16,USD,V005,FastTrack Logistics,INV-83208,t.yamada,cfo.office,12,SAP,Import,N
